Year,Zone,Sex,Age Group,Population,Hypertension Count,Prevalence Rate %
01/01/2009 12:00:00 AM,Northern,M,30 to 39,9100,710,7.8
01/01/2009 12:00:00 AM,Northern,M,40 to 49,11550,2224,19.26
01/01/2009 12:00:00 AM,Northern,M,50 to 59,12176,4431,36.39
01/01/2009 12:00:00 AM,Northern,M,60 to 69,9521,5367,56.37
01/01/2009 12:00:00 AM,Northern,M,70 to 79,5075,3619,71.31
01/01/2009 12:00:00 AM,Northern,M,80 +,2750,2132,77.53
01/01/2009 12:00:00 AM,Unknown,F,20 to 29,10190,90,0.88
01/01/2009 12:00:00 AM,Unknown,F,30 to 39,6760,317,4.69
01/01/2009 12:00:00 AM,Unknown,F,40 to 49,6071,683,11.25
01/01/2009 12:00:00 AM,Unknown,F,50 to 59,4955,1253,25.29
01/01/2009 12:00:00 AM,Unknown,F,60 to 69,3477,1635,47.02
01/01/2009 12:00:00 AM,Unknown,F,70 to 79,1774,1201,67.7
01/01/2009 12:00:00 AM,Unknown,F,80 +,1600,1280,80
01/01/2009 12:00:00 AM,Unknown,M,20 to 29,9404,113,1.2
01/01/2009 12:00:00 AM,Unknown,M,30 to 39,6360,322,5.06
01/01/2009 12:00:00 AM,Unknown,M,40 to 49,5736,748,13.04
01/01/2009 12:00:00 AM,Unknown,M,50 to 59,4473,1113,24.88
01/01/2009 12:00:00 AM,Unknown,M,60 to 69,3185,1396,43.83
01/01/2009 12:00:00 AM,Unknown,M,70 to 79,1562,973,62.29
01/01/2009 12:00:00 AM,Unknown,M,80 +,815,549,67.36
01/01/2009 12:00:00 AM,Western,F,20 to 29,9792,180,1.84
01/01/2009 12:00:00 AM,Western,F,30 to 39,11415,911,7.98
01/01/2009 12:00:00 AM,Western,F,40 to 49,15877,2802,17.65
01/01/2009 12:00:00 AM,Western,F,50 to 59,16972,5655,33.32
01/01/2009 12:00:00 AM,Western,F,60 to 69,13662,7444,54.49
01/01/2009 12:00:00 AM,Western,F,70 to 79,8323,6042,72.59
01/01/2009 12:00:00 AM,Western,F,80 +,6813,5546,81.4
01/01/2009 12:00:00 AM,Western,M,20 to 29,9867,153,1.55
01/01/2009 12:00:00 AM,Western,M,30 to 39,11017,773,7.02
01/01/2009 12:00:00 AM,Western,M,40 to 49,15237,2638,17.31
01/01/2009 12:00:00 AM,Western,M,50 to 59,16472,5325,32.33
01/01/2009 12:00:00 AM,Western,M,60 to 69,13507,6858,50.77
01/01/2009 12:00:00 AM,Western,M,70 to 79,7587,5026,66.24
01/01/2009 12:00:00 AM,Western,M,80 +,4172,3045,72.99
01/01/2010 12:00:00 AM,Central,F,20 to 29,27253,339,1.24
01/01/2010 12:00:00 AM,Central,F,30 to 39,29314,1680,5.73
01/01/2010 12:00:00 AM,Central,F,40 to 49,33396,5086,15.23
01/01/2010 12:00:00 AM,Central,F,50 to 59,30883,9570,30.99
01/01/2010 12:00:00 AM,Central,F,60 to 69,21700,11615,53.53
01/01/2010 12:00:00 AM,Central,F,70 to 79,12215,9115,74.62
01/01/2010 12:00:00 AM,Central,F,80 +,10055,8384,83.38
01/01/2010 12:00:00 AM,Central,M,20 to 29,27307,406,1.49
01/01/2010 12:00:00 AM,Central,M,30 to 39,27222,1581,5.81
01/01/2010 12:00:00 AM,Central,M,40 to 49,31538,4787,15.18
01/01/2010 12:00:00 AM,Central,M,50 to 59,29281,9338,31.89
01/01/2010 12:00:00 AM,Central,M,60 to 69,20385,10752,52.74
01/01/2010 12:00:00 AM,Central,M,70 to 79,10476,7416,70.79
01/01/2010 12:00:00 AM,Central,M,80 +,5510,4322,78.44
01/01/2010 12:00:00 AM,Eastern,F,20 to 29,8109,139,1.71
01/01/2010 12:00:00 AM,Eastern,F,30 to 39,9073,831,9.16
01/01/2010 12:00:00 AM,Eastern,F,40 to 49,11716,2477,21.14
01/01/2010 12:00:00 AM,Eastern,F,50 to 59,14078,5437,38.62
01/01/2010 12:00:00 AM,Eastern,F,60 to 69,11273,6841,60.68
01/01/2010 12:00:00 AM,Eastern,F,70 to 79,6963,5423,77.88
01/01/2010 12:00:00 AM,Eastern,F,80 +,5548,4781,86.18
01/01/2010 12:00:00 AM,Eastern,M,20 to 29,8643,159,1.84
01/01/2010 12:00:00 AM,Eastern,M,30 to 39,8926,730,8.18
01/01/2010 12:00:00 AM,Eastern,M,40 to 49,11503,2350,20.43
01/01/2010 12:00:00 AM,Eastern,M,50 to 59,13721,5146,37.5
01/01/2010 12:00:00 AM,Eastern,M,60 to 69,11297,6603,58.45
01/01/2010 12:00:00 AM,Eastern,M,70 to 79,6105,4482,73.42
01/01/2010 12:00:00 AM,Eastern,M,80 +,3076,2416,78.54
01/01/2010 12:00:00 AM,Northern,F,20 to 29,7913,155,1.96
01/01/2010 12:00:00 AM,Northern,F,30 to 39,9268,771,8.32
01/01/2010 12:00:00 AM,Northern,F,40 to 49,11594,2205,19.02
01/01/2010 12:00:00 AM,Northern,F,50 to 59,12513,4606,36.81
01/01/2010 12:00:00 AM,Northern,F,60 to 69,9785,5688,58.13
01/01/2010 12:00:00 AM,Northern,F,70 to 79,5840,4413,75.57
01/01/2010 12:00:00 AM,Northern,F,80 +,5077,4325,85.19
01/01/2010 12:00:00 AM,Northern,M,20 to 29,8074,171,2.12
01/01/2010 12:00:00 AM,Northern,M,30 to 39,8964,703,7.84
01/01/2010 12:00:00 AM,Northern,M,40 to 49,11404,2249,19.72
01/01/2010 12:00:00 AM,Northern,M,50 to 59,12340,4522,36.65
01/01/2010 12:00:00 AM,Northern,M,60 to 69,9858,5559,56.39
01/01/2010 12:00:00 AM,Northern,M,70 to 79,5263,3817,72.53
01/01/2010 12:00:00 AM,Northern,M,80 +,2844,2255,79.29
01/01/2010 12:00:00 AM,Unknown,F,20 to 29,10147,88,0.87
01/01/2010 12:00:00 AM,Unknown,F,30 to 39,6427,295,4.59
01/01/2010 12:00:00 AM,Unknown,F,40 to 49,5844,666,11.4
01/01/2010 12:00:00 AM,Unknown,F,50 to 59,4932,1249,25.32
01/01/2010 12:00:00 AM,Unknown,F,60 to 69,3555,1662,46.75
01/01/2010 12:00:00 AM,Unknown,F,70 to 79,1790,1190,66.48
01/01/2010 12:00:00 AM,Unknown,F,80 +,1586,1260,79.45
01/01/2010 12:00:00 AM,Unknown,M,20 to 29,9426,116,1.23
01/01/2010 12:00:00 AM,Unknown,M,30 to 39,6004,319,5.31
01/01/2010 12:00:00 AM,Unknown,M,40 to 49,5647,747,13.23
01/01/2010 12:00:00 AM,Unknown,M,50 to 59,4436,1128,25.43
01/01/2010 12:00:00 AM,Unknown,M,60 to 69,3248,1461,44.98
01/01/2010 12:00:00 AM,Unknown,M,70 to 79,1568,977,62.31
01/01/2010 12:00:00 AM,Unknown,M,80 +,798,542,67.92
01/01/2010 12:00:00 AM,Western,F,20 to 29,9924,180,1.81
01/01/2010 12:00:00 AM,Western,F,30 to 39,11296,924,8.18
01/01/2010 12:00:00 AM,Western,F,40 to 49,15446,2759,17.86
01/01/2010 12:00:00 AM,Western,F,50 to 59,17349,5738,33.07
01/01/2010 12:00:00 AM,Western,F,60 to 69,14284,7810,54.68
01/01/2010 12:00:00 AM,Western,F,70 to 79,8525,6212,72.87
01/01/2010 12:00:00 AM,Western,F,80 +,6946,5716,82.29
01/01/2010 12:00:00 AM,Western,M,20 to 29,10054,162,1.61
01/01/2010 12:00:00 AM,Western,M,30 to 39,10809,775,7.17
01/01/2010 12:00:00 AM,Western,M,40 to 49,14947,2635,17.63
01/01/2010 12:00:00 AM,Western,M,50 to 59,16830,5529,32.85
01/01/2010 12:00:00 AM,Western,M,60 to 69,13936,7130,51.16
01/01/2010 12:00:00 AM,Western,M,70 to 79,7915,5318,67.19
01/01/2010 12:00:00 AM,Western,M,80 +,4260,3181,74.67
01/01/2011 12:00:00 AM,Central,F,20 to 29,27787,321,1.16
01/01/2011 12:00:00 AM,Central,F,30 to 39,29535,1624,5.5
01/01/2011 12:00:00 AM,Central,F,40 to 49,33313,4956,14.88
01/01/2011 12:00:00 AM,Central,F,50 to 59,31896,9762,30.61
01/01/2011 12:00:00 AM,Central,F,60 to 69,22702,11993,52.83
01/01/2011 12:00:00 AM,Central,F,70 to 79,12547,9336,74.41
01/01/2011 12:00:00 AM,Central,F,80 +,10264,8620,83.98
01/01/2011 12:00:00 AM,Central,M,20 to 29,28003,433,1.55
01/01/2011 12:00:00 AM,Central,M,30 to 39,27397,1625,5.93
01/01/2011 12:00:00 AM,Central,M,40 to 49,31344,4722,15.07
01/01/2011 12:00:00 AM,Central,M,50 to 59,30479,9642,31.63
01/01/2011 12:00:00 AM,Central,M,60 to 69,21137,11261,53.28
01/01/2011 12:00:00 AM,Central,M,70 to 79,10856,7683,70.77
01/01/2011 12:00:00 AM,Central,M,80 +,5744,4582,79.77
01/01/2011 12:00:00 AM,Eastern,F,20 to 29,8136,141,1.73
01/01/2011 12:00:00 AM,Eastern,F,30 to 39,8944,792,8.86
01/01/2011 12:00:00 AM,Eastern,F,40 to 49,11444,2397,20.95
01/01/2011 12:00:00 AM,Eastern,F,50 to 59,14173,5486,38.71
01/01/2011 12:00:00 AM,Eastern,F,60 to 69,11645,7031,60.38
01/01/2011 12:00:00 AM,Eastern,F,70 to 79,7081,5519,77.94
01/01/2011 12:00:00 AM,Eastern,F,80 +,5642,4904,86.92
01/01/2011 12:00:00 AM,Eastern,M,20 to 29,8764,164,1.87
01/01/2011 12:00:00 AM,Eastern,M,30 to 39,8812,710,8.06
01/01/2011 12:00:00 AM,Eastern,M,40 to 49,11242,2294,20.41
01/01/2011 12:00:00 AM,Eastern,M,50 to 59,13768,5200,37.77
01/01/2011 12:00:00 AM,Eastern,M,60 to 69,11609,6812,58.68
01/01/2011 12:00:00 AM,Eastern,M,70 to 79,6332,4702,74.26
01/01/2011 12:00:00 AM,Eastern,M,80 +,3132,2494,79.63
01/01/2011 12:00:00 AM,Northern,F,20 to 29,7921,134,1.69
01/01/2011 12:00:00 AM,Northern,F,30 to 39,9152,761,8.32
01/01/2011 12:00:00 AM,Northern,F,40 to 49,11385,2079,18.26
01/01/2011 12:00:00 AM,Northern,F,50 to 59,12780,4656,36.43
01/01/2011 12:00:00 AM,Northern,F,60 to 69,10104,5857,57.97
01/01/2011 12:00:00 AM,Northern,F,70 to 79,5982,4580,76.56
01/01/2011 12:00:00 AM,Northern,F,80 +,5066,4338,85.63
01/01/2011 12:00:00 AM,Northern,M,20 to 29,8190,170,2.08
01/01/2011 12:00:00 AM,Northern,M,30 to 39,8809,666,7.56
01/01/2011 12:00:00 AM,Northern,M,40 to 49,11256,2224,19.76
01/01/2011 12:00:00 AM,Northern,M,50 to 59,12450,4581,36.8
01/01/2011 12:00:00 AM,Northern,M,60 to 69,10245,5818,56.79
01/01/2011 12:00:00 AM,Northern,M,70 to 79,5437,3971,73.04
01/01/2011 12:00:00 AM,Northern,M,80 +,2908,2357,81.05
01/01/2011 12:00:00 AM,Unknown,F,20 to 29,9838,80,0.81
01/01/2011 12:00:00 AM,Unknown,F,30 to 39,6187,263,4.25
01/01/2011 12:00:00 AM,Unknown,F,40 to 49,5674,662,11.67
01/01/2011 12:00:00 AM,Unknown,F,50 to 59,4901,1245,25.4
01/01/2011 12:00:00 AM,Unknown,F,60 to 69,3583,1646,45.94
01/01/2011 12:00:00 AM,Unknown,F,70 to 79,1796,1188,66.15
01/01/2011 12:00:00 AM,Unknown,F,80 +,1537,1219,79.31
01/01/2011 12:00:00 AM,Unknown,M,20 to 29,9103,110,1.21
01/01/2011 12:00:00 AM,Unknown,M,30 to 39,5810,296,5.09
01/01/2011 12:00:00 AM,Unknown,M,40 to 49,5450,731,13.41
01/01/2011 12:00:00 AM,Unknown,M,50 to 59,4500,1129,25.09
01/01/2011 12:00:00 AM,Unknown,M,60 to 69,3271,1491,45.58
01/01/2011 12:00:00 AM,Unknown,M,70 to 79,1603,1011,63.07
01/01/2011 12:00:00 AM,Unknown,M,80 +,809,549,67.86
01/01/2011 12:00:00 AM,Western,F,20 to 29,10002,167,1.67
01/01/2011 12:00:00 AM,Western,F,30 to 39,11115,872,7.85
01/01/2011 12:00:00 AM,Western,F,40 to 49,15083,2677,17.75
01/01/2011 12:00:00 AM,Western,F,50 to 59,17689,5840,33.01
01/01/2011 12:00:00 AM,Western,F,60 to 69,14757,8040,54.48
01/01/2011 12:00:00 AM,Western,F,70 to 79,8724,6378,73.11
01/01/2011 12:00:00 AM,Western,F,80 +,7095,5924,83.5
01/01/2011 12:00:00 AM,Western,M,20 to 29,10182,159,1.56
01/01/2011 12:00:00 AM,Western,M,30 to 39,10694,752,7.03
01/01/2011 12:00:00 AM,Western,M,40 to 49,14479,2592,17.9
01/01/2011 12:00:00 AM,Western,M,50 to 59,17142,5648,32.95
01/01/2011 12:00:00 AM,Western,M,60 to 69,14407,7494,52.02
01/01/2011 12:00:00 AM,Western,M,70 to 79,8188,5535,67.6
01/01/2011 12:00:00 AM,Western,M,80 +,4381,3340,76.24
01/01/2012 12:00:00 AM,Central,F,20 to 29,28021,293,1.05
01/01/2012 12:00:00 AM,Central,F,30 to 39,29927,1603,5.36
01/01/2012 12:00:00 AM,Central,F,40 to 49,32956,4696,14.25
01/01/2012 12:00:00 AM,Central,F,50 to 59,32918,9958,30.25
01/01/2012 12:00:00 AM,Central,F,60 to 69,23635,12277,51.94
01/01/2012 12:00:00 AM,Central,F,70 to 79,13019,9603,73.76
01/01/2012 12:00:00 AM,Central,F,80 +,10434,8842,84.74
01/01/2012 12:00:00 AM,Central,M,20 to 29,28345,432,1.52
01/01/2012 12:00:00 AM,Central,M,30 to 39,27709,1623,5.86
01/01/2012 12:00:00 AM,Central,M,40 to 49,30990,4663,15.05
01/01/2012 12:00:00 AM,Central,M,50 to 59,31632,9906,31.32
01/01/2012 12:00:00 AM,Central,M,60 to 69,22052,11667,52.91
01/01/2012 12:00:00 AM,Central,M,70 to 79,11313,8015,70.85
01/01/2012 12:00:00 AM,Central,M,80 +,5949,4806,80.79
01/01/2012 12:00:00 AM,Eastern,F,20 to 29,8197,137,1.67
01/01/2012 12:00:00 AM,Eastern,F,30 to 39,8860,754,8.51
01/01/2012 12:00:00 AM,Eastern,F,40 to 49,11056,2317,20.96
01/01/2012 12:00:00 AM,Eastern,F,50 to 59,14236,5479,38.49
01/01/2012 12:00:00 AM,Eastern,F,60 to 69,12026,7157,59.51
01/01/2012 12:00:00 AM,Eastern,F,70 to 79,7291,5658,77.6
01/01/2012 12:00:00 AM,Eastern,F,80 +,5676,4956,87.32
01/01/2012 12:00:00 AM,Eastern,M,20 to 29,8792,160,1.82
01/01/2012 12:00:00 AM,Eastern,M,30 to 39,8827,689,7.81
01/01/2012 12:00:00 AM,Eastern,M,40 to 49,10903,2209,20.26
01/01/2012 12:00:00 AM,Eastern,M,50 to 59,13712,5157,37.61
01/01/2012 12:00:00 AM,Eastern,M,60 to 69,11972,6998,58.45
01/01/2012 12:00:00 AM,Eastern,M,70 to 79,6587,4916,74.63
01/01/2012 12:00:00 AM,Eastern,M,80 +,3249,2612,80.39
01/01/2012 12:00:00 AM,Northern,F,20 to 29,7933,132,1.66
01/01/2012 12:00:00 AM,Northern,F,30 to 39,9109,738,8.1
01/01/2012 12:00:00 AM,Northern,F,40 to 49,11155,1988,17.82
01/01/2012 12:00:00 AM,Northern,F,50 to 59,12930,4633,35.83
01/01/2012 12:00:00 AM,Northern,F,60 to 69,10456,5988,57.27
01/01/2012 12:00:00 AM,Northern,F,70 to 79,6187,4739,76.6
01/01/2012 12:00:00 AM,Northern,F,80 +,5069,4349,85.8
01/01/2012 12:00:00 AM,Northern,M,20 to 29,8286,169,2.04
01/01/2012 12:00:00 AM,Northern,M,30 to 39,8696,645,7.42
01/01/2012 12:00:00 AM,Northern,M,40 to 49,11088,2166,19.53
01/01/2012 12:00:00 AM,Northern,M,50 to 59,12507,4579,36.61
01/01/2012 12:00:00 AM,Northern,M,60 to 69,10502,5963,56.78
01/01/2012 12:00:00 AM,Northern,M,70 to 79,5699,4191,73.54
01/01/2012 12:00:00 AM,Northern,M,80 +,2956,2404,81.33
01/01/2012 12:00:00 AM,Unknown,F,20 to 29,9350,68,0.73
01/01/2012 12:00:00 AM,Unknown,F,30 to 39,5973,250,4.19
01/01/2012 12:00:00 AM,Unknown,F,40 to 49,5338,587,11
01/01/2012 12:00:00 AM,Unknown,F,50 to 59,4888,1211,24.77
01/01/2012 12:00:00 AM,Unknown,F,60 to 69,3585,1619,45.16
01/01/2012 12:00:00 AM,Unknown,F,70 to 79,1786,1175,65.79
01/01/2012 12:00:00 AM,Unknown,F,80 +,1487,1169,78.61
01/01/2012 12:00:00 AM,Unknown,M,20 to 29,8536,93,1.09
01/01/2012 12:00:00 AM,Unknown,M,30 to 39,5496,266,4.84
01/01/2012 12:00:00 AM,Unknown,M,40 to 49,5172,666,12.88
01/01/2012 12:00:00 AM,Unknown,M,50 to 59,4459,1148,25.75
01/01/2012 12:00:00 AM,Unknown,M,60 to 69,3214,1458,45.36
01/01/2012 12:00:00 AM,Unknown,M,70 to 79,1645,1033,62.8
01/01/2012 12:00:00 AM,Unknown,M,80 +,832,560,67.31
01/01/2012 12:00:00 AM,Western,F,20 to 29,10064,158,1.57
01/01/2012 12:00:00 AM,Western,F,30 to 39,11008,847,7.69
01/01/2012 12:00:00 AM,Western,F,40 to 49,14678,2561,17.45
01/01/2012 12:00:00 AM,Western,F,50 to 59,17969,5863,32.63
01/01/2012 12:00:00 AM,Western,F,60 to 69,15173,8264,54.47
01/01/2012 12:00:00 AM,Western,F,70 to 79,9091,6608,72.69
01/01/2012 12:00:00 AM,Western,F,80 +,7199,6051,84.05
01/01/2012 12:00:00 AM,Western,M,20 to 29,10306,158,1.53
01/01/2012 12:00:00 AM,Western,M,30 to 39,10545,717,6.8
01/01/2012 12:00:00 AM,Western,M,40 to 49,14128,2558,18.11
01/01/2012 12:00:00 AM,Western,M,50 to 59,17385,5752,33.09
01/01/2012 12:00:00 AM,Western,M,60 to 69,14831,7764,52.35
01/01/2012 12:00:00 AM,Western,M,70 to 79,8487,5751,67.76
01/01/2012 12:00:00 AM,Western,M,80 +,4519,3501,77.47
01/01/2013 12:00:00 AM,Central,F,20 to 29,28636,286,1
01/01/2013 12:00:00 AM,Central,F,30 to 39,30165,1550,5.14
01/01/2013 12:00:00 AM,Central,F,40 to 49,32795,4538,13.84
01/01/2013 12:00:00 AM,Central,F,50 to 59,33806,10086,29.83
01/01/2013 12:00:00 AM,Central,F,60 to 69,24676,12560,50.9
01/01/2013 12:00:00 AM,Central,F,70 to 79,13562,9891,72.93
01/01/2013 12:00:00 AM,Central,F,80 +,10616,8979,84.58
01/01/2013 12:00:00 AM,Central,M,20 to 29,28760,413,1.44
01/01/2013 12:00:00 AM,Central,M,30 to 39,28326,1604,5.66
01/01/2013 12:00:00 AM,Central,M,40 to 49,30706,4560,14.85
01/01/2013 12:00:00 AM,Central,M,50 to 59,32796,10206,31.12
01/01/2013 12:00:00 AM,Central,M,60 to 69,22990,12113,52.69
01/01/2013 12:00:00 AM,Central,M,70 to 79,11890,8428,70.88
01/01/2013 12:00:00 AM,Central,M,80 +,6131,4989,81.37
01/01/2013 12:00:00 AM,Eastern,F,20 to 29,8253,132,1.6
01/01/2013 12:00:00 AM,Eastern,F,30 to 39,8800,718,8.16
01/01/2013 12:00:00 AM,Eastern,F,40 to 49,10788,2213,20.51
01/01/2013 12:00:00 AM,Eastern,F,50 to 59,14150,5361,37.89
01/01/2013 12:00:00 AM,Eastern,F,60 to 69,12368,7278,58.85
01/01/2013 12:00:00 AM,Eastern,F,70 to 79,7568,5879,77.68
01/01/2013 12:00:00 AM,Eastern,F,80 +,5740,5025,87.54
01/01/2013 12:00:00 AM,Eastern,M,20 to 29,8802,171,1.94
01/01/2013 12:00:00 AM,Eastern,M,30 to 39,8882,668,7.52
01/01/2013 12:00:00 AM,Eastern,M,40 to 49,10641,2152,20.22
01/01/2013 12:00:00 AM,Eastern,M,50 to 59,13605,5067,37.24
01/01/2013 12:00:00 AM,Eastern,M,60 to 69,12324,7163,58.12
01/01/2013 12:00:00 AM,Eastern,M,70 to 79,6872,5145,74.87
01/01/2013 12:00:00 AM,Eastern,M,80 +,3320,2694,81.14
01/01/2013 12:00:00 AM,Northern,F,20 to 29,7929,113,1.43
01/01/2013 12:00:00 AM,Northern,F,30 to 39,9002,700,7.78
01/01/2013 12:00:00 AM,Northern,F,40 to 49,11029,1972,17.88
01/01/2013 12:00:00 AM,Northern,F,50 to 59,12960,4570,35.26
01/01/2013 12:00:00 AM,Northern,F,60 to 69,10888,6149,56.48
01/01/2013 12:00:00 AM,Northern,F,70 to 79,6370,4842,76.01
01/01/2013 12:00:00 AM,Northern,F,80 +,5101,4391,86.08
01/01/2013 12:00:00 AM,Northern,M,20 to 29,8306,151,1.82
01/01/2013 12:00:00 AM,Northern,M,30 to 39,8762,637,7.27
01/01/2013 12:00:00 AM,Northern,M,40 to 49,10897,2061,18.91
01/01/2013 12:00:00 AM,Northern,M,50 to 59,12618,4579,36.29
01/01/2013 12:00:00 AM,Northern,M,60 to 69,10820,6135,56.7
01/01/2013 12:00:00 AM,Northern,M,70 to 79,5978,4411,73.79
01/01/2013 12:00:00 AM,Northern,M,80 +,3041,2486,81.75
01/01/2013 12:00:00 AM,Unknown,F,20 to 29,8627,60,0.7
01/01/2013 12:00:00 AM,Unknown,F,30 to 39,5559,236,4.25
01/01/2013 12:00:00 AM,Unknown,F,40 to 49,4976,521,10.47
01/01/2013 12:00:00 AM,Unknown,F,50 to 59,4724,1123,23.77
01/01/2013 12:00:00 AM,Unknown,F,60 to 69,3523,1550,44
01/01/2013 12:00:00 AM,Unknown,F,70 to 79,1841,1196,64.96
01/01/2013 12:00:00 AM,Unknown,F,80 +,1437,1126,78.36
01/01/2013 12:00:00 AM,Unknown,M,20 to 29,7664,82,1.07
01/01/2013 12:00:00 AM,Unknown,M,30 to 39,5175,222,4.29
01/01/2013 12:00:00 AM,Unknown,M,40 to 49,4800,611,12.73
01/01/2013 12:00:00 AM,Unknown,M,50 to 59,4470,1086,24.3
01/01/2013 12:00:00 AM,Unknown,M,60 to 69,3205,1423,44.4
01/01/2013 12:00:00 AM,Unknown,M,70 to 79,1633,1014,62.09
01/01/2013 12:00:00 AM,Unknown,M,80 +,869,575,66.17
01/01/2013 12:00:00 AM,Western,F,20 to 29,10147,155,1.53
01/01/2013 12:00:00 AM,Western,F,30 to 39,10972,809,7.37
01/01/2013 12:00:00 AM,Western,F,40 to 49,14139,2404,17
01/01/2013 12:00:00 AM,Western,F,50 to 59,18252,5869,32.16
01/01/2013 12:00:00 AM,Western,F,60 to 69,15626,8398,53.74
01/01/2013 12:00:00 AM,Western,F,70 to 79,9463,6850,72.39
01/01/2013 12:00:00 AM,Western,F,80 +,7298,6158,84.38
01/01/2013 12:00:00 AM,Western,M,20 to 29,10411,156,1.5
01/01/2013 12:00:00 AM,Western,M,30 to 39,10497,709,6.75
01/01/2013 12:00:00 AM,Western,M,40 to 49,13742,2433,17.7
01/01/2013 12:00:00 AM,Western,M,50 to 59,17598,5883,33.43
01/01/2013 12:00:00 AM,Western,M,60 to 69,15287,8022,52.48
01/01/2013 12:00:00 AM,Western,M,70 to 79,8837,6060,68.58
01/01/2013 12:00:00 AM,Western,M,80 +,4607,3596,78.06
01/01/2014 12:00:00 AM,Central,F,20 to 29,28982,288,0.99
01/01/2014 12:00:00 AM,Central,F,30 to 39,30667,1482,4.83
01/01/2014 12:00:00 AM,Central,F,40 to 49,32411,4382,13.52
01/01/2014 12:00:00 AM,Central,F,50 to 59,34632,10096,29.15
01/01/2014 12:00:00 AM,Central,F,60 to 69,25737,12891,50.09
01/01/2014 12:00:00 AM,Central,F,70 to 79,14198,10261,72.27
01/01/2014 12:00:00 AM,Central,F,80 +,10749,9069,84.37
01/01/2014 12:00:00 AM,Central,M,20 to 29,29130,393,1.35
01/01/2014 12:00:00 AM,Central,M,30 to 39,28921,1616,5.59
01/01/2014 12:00:00 AM,Central,M,40 to 49,30421,4383,14.41
01/01/2014 12:00:00 AM,Central,M,50 to 59,33576,10355,30.84
01/01/2014 12:00:00 AM,Central,M,60 to 69,23952,12612,52.66
01/01/2014 12:00:00 AM,Central,M,70 to 79,12535,8906,71.05
01/01/2014 12:00:00 AM,Central,M,80 +,6346,5180,81.63
01/01/2014 12:00:00 AM,Eastern,F,20 to 29,8336,136,1.63
01/01/2014 12:00:00 AM,Eastern,F,30 to 39,8717,682,7.82
01/01/2014 12:00:00 AM,Eastern,F,40 to 49,10455,2138,20.45
01/01/2014 12:00:00 AM,Eastern,F,50 to 59,14117,5262,37.27
01/01/2014 12:00:00 AM,Eastern,F,60 to 69,12799,7471,58.37
01/01/2014 12:00:00 AM,Eastern,F,70 to 79,7823,6036,77.16
01/01/2014 12:00:00 AM,Eastern,F,80 +,5783,5077,87.79
01/01/2014 12:00:00 AM,Eastern,M,20 to 29,8894,149,1.68
01/01/2014 12:00:00 AM,Eastern,M,30 to 39,8784,649,7.39
01/01/2014 12:00:00 AM,Eastern,M,40 to 49,10443,2095,20.06
01/01/2014 12:00:00 AM,Eastern,M,50 to 59,13451,4998,37.16
01/01/2014 12:00:00 AM,Eastern,M,60 to 69,12767,7393,57.91
01/01/2014 12:00:00 AM,Eastern,M,70 to 79,7053,5266,74.66
01/01/2014 12:00:00 AM,Eastern,M,80 +,3405,2782,81.7
01/01/2014 12:00:00 AM,Northern,F,20 to 29,8014,117,1.46
01/01/2014 12:00:00 AM,Northern,F,30 to 39,8876,636,7.17
01/01/2014 12:00:00 AM,Northern,F,40 to 49,10845,1911,17.62
01/01/2014 12:00:00 AM,Northern,F,50 to 59,12930,4461,34.5
01/01/2014 12:00:00 AM,Northern,F,60 to 69,11382,6384,56.09
01/01/2014 12:00:00 AM,Northern,F,70 to 79,6533,4910,75.16
01/01/2014 12:00:00 AM,Northern,F,80 +,5127,4409,86
01/01/2014 12:00:00 AM,Northern,M,20 to 29,8338,141,1.69
01/01/2014 12:00:00 AM,Northern,M,30 to 39,8729,595,6.82
01/01/2014 12:00:00 AM,Northern,M,40 to 49,10562,1931,18.28
01/01/2014 12:00:00 AM,Northern,M,50 to 59,12713,4574,35.98
01/01/2014 12:00:00 AM,Northern,M,60 to 69,11190,6333,56.6
01/01/2014 12:00:00 AM,Northern,M,70 to 79,6230,4603,73.88
01/01/2014 12:00:00 AM,Northern,M,80 +,3106,2564,82.55
01/01/2014 12:00:00 AM,Unknown,F,20 to 29,7654,61,0.8
01/01/2014 12:00:00 AM,Unknown,F,30 to 39,5090,221,4.34
01/01/2014 12:00:00 AM,Unknown,F,40 to 49,4552,477,10.48
01/01/2014 12:00:00 AM,Unknown,F,50 to 59,4550,1066,23.43
01/01/2014 12:00:00 AM,Unknown,F,60 to 69,3477,1510,43.43
01/01/2014 12:00:00 AM,Unknown,F,70 to 79,1841,1176,63.88
01/01/2014 12:00:00 AM,Unknown,F,80 +,1387,1083,78.08
01/01/2014 12:00:00 AM,Unknown,M,20 to 29,6728,67,1
01/01/2014 12:00:00 AM,Unknown,M,30 to 39,4724,213,4.51
01/01/2014 12:00:00 AM,Unknown,M,40 to 49,4368,542,12.41
01/01/2014 12:00:00 AM,Unknown,M,50 to 59,4296,1025,23.86
01/01/2014 12:00:00 AM,Unknown,M,60 to 69,3140,1388,44.2
01/01/2014 12:00:00 AM,Unknown,M,70 to 79,1648,1009,61.23
01/01/2014 12:00:00 AM,Unknown,M,80 +,887,590,66.52
01/01/2014 12:00:00 AM,Western,F,20 to 29,10195,149,1.46
01/01/2014 12:00:00 AM,Western,F,30 to 39,10944,760,6.94
01/01/2014 12:00:00 AM,Western,F,40 to 49,13683,2287,16.71
